63,enchantment.poison,all,1,3,mariculture.magic.enchantments.EnchantmentPoison
64,enchantment.punch,all,1,3,mariculture.magic.enchantments.EnchantmentPunch
65,enchantment.restore,all,1,3,mariculture.magic.enchantments.EnchantmentRestore
66,enchantment.resurrection,all,1,3,mariculture.magic.enchantments.EnchantmentResurrection
67,enchantment.speed,all,1,5,mariculture.magic.enchantments.EnchantmentSpeed
68,enchantment.spiderman,all,1,1,mariculture.magic.enchantments.EnchantmentSpider
69,null,null,null,null
70,enchantment.appealing,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentAppealing
71,enchantment.barbedHook,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentBardedHook
72,enchantment.doubleHook,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentDoubleHook
73,enchantment.digging,digger,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentEfficiencyFishing
74,enchantment.heavyLine,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentHeavyLine
75,enchantment.longCast,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentLongCast
76,enchantment.magnetic,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentMagnetic
77,enchantment.shortCast,fishingPole,1,5,rebelkeithy.mods.aquaculture.enchantments.EnchantmentShortCast
78,null,null,null,null
79,null,null,null,null
80,null,null,null,null
81,null,null,null,null
82,null,null,null,null
83,null,null,null,null
84,null,null,null,null
85,null,null,null,null
86,null,null,null,null
87,null,null,null,null
88,null,null,null,null
89,null,null,null,null
90,enchantment.imperviousness,armor,1,1,ganymedes01.ganysend.enchantment.ImperviousnessEnchantment
91,null,null,null,null
92,null,null,null,null
93,null,null,null,null
94,null,null,null,null
95,null,null,null,null
96,null,null,null,null
97,null,null,null,null
98,null,null,null,null
99,null,null,null,null
100,enchantment.magicresist,armor,1,5,am2.enchantments.EnchantMagicResist
101,null,null,null,null
102,null,null,null,null
103,null,null,null,null
104,enchantment.soulbound,all,1,1,am2.enchantments.EnchantmentSoulbound
105,null,null,null,null
106,null,null,null,null
107,null,null,null,null
108,null,null,null,null
109,null,null,null,null
110,null,null,null,null
111,null,null,null,null
112,null,null,null,null
113,null,null,null,null
114,null,null,null,null
115,null,null,null,null
116,null,null,null,null
117,null,null,null,null
118,null,null,null,null
119,null,null,null,null
120,null,null,null,null
121,null,null,null,null
122,null,null,null,null
123,null,null,null,null
124,null,null,null,null
125,null,null,null,null
126,null,null,null,null
127,null,null,null,null
128,null,null,null,null
129,null,null,null,null
130,null,null,null,null
131,null,null,null,null
132,null,null,null,null
133,null,null,null,null
134,null,null,null,null
135,null,null,null,null
136,enchantment.tfFireReact,armor,1,1,twilightforest.EnchantmentTFFireReact
137,null,null,null,null
138,null,null,null,null
139,null,null,null,null
140,null,null,null,null
141,null,null,null,null
142,null,null,null,null
143,null,null,null,null
144,null,null,null,null
145,null,null,null,null
146,null,null,null,null
147,null,null,null,null
148,null,null,null,null
149,null,null,null,null
150,enchantment.potency,all,1,3,thaumcraft.common.lib.enchantment.EnchantmentPotency
151,enchantment.frugal,all,1,3,thaumcraft.common.lib.enchantment.EnchantmentFrugal
152,enchantment.wandfortune,all,1,3,thaumcraft.common.lib.enchantment.EnchantmentWandFortune
153,enchantment.haste,armor,1,3,thaumcraft.common.lib.enchantment.EnchantmentHaste
154,enchantment.repair,all,1,2,thaumcraft.common.lib.enchantment.EnchantmentRepair
155,null,null,null,null
156,null,null,null,null
157,Magnetization,all,1,1,net.meteor.common.enchantment.EnchantmentMagnetized
158,Cold Touch,armor,1,1,net.meteor.common.enchantment.EnchantmentColdTouch
159,null,null,null,null
160,null,null,null,null
161,null,null,null,null
162,null,null,null,null
163,null,null,null,null
164,null,null,null,null
165,null,null,null,null
166,null,null,null,null
167,null,null,null,null
168,null,null,null,null
169,null,null,null,null
170,enchantment.betterstorage.key.unlocking,key,1,5,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
171,enchantment.betterstorage.key.lockpicking,key,1,5,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
172,enchantment.betterstorage.key.morphing,key,1,5,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
173,enchantment.betterstorage.lock.persistance,lock,1,5,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
174,enchantment.betterstorage.lock.security,lock,1,5,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
175,enchantment.betterstorage.lock.shock,lock,1,3,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
176,enchantment.betterstorage.lock.trigger,lock,1,1,net.mcft.copy.betterstorage.item.EnchantmentBetterStorage
177,null,null,null,null
178,null,null,null,null
179,null,null,null,null
180,null,null,null,null
181,null,null,null,null
182,null,null,null,null
183,null,null,null,null
184,null,null,null,null
185,null,null,null,null
186,null,null,null,null
187,null,null,null,null
188,Reading,armor_head,1,1,jds.bibliocraft.EnchantmentReading
189,null,null,null,null
190,null,null,null,null
191,null,null,null,null
192,null,null,null,null
193,null,null,null,null
194,null,null,null,null
195,null,null,null,null
196,null,null,null,null
197,null,null,null,null
198,null,null,null,null
199,null,null,null,null
200,enchantment.decapitation,weapon,1,3,playerbeacons.common.EnchantmentDecapitation
201,null,null,null,null
202,null,null,null,null
203,null,null,null,null
204,null,null,null,null
205,null,null,null,null
206,null,null,null,null
207,null,null,null,null
208,null,null,null,null
209,null,null,null,null
210,null,null,null,null
211,null,null,null,null
212,null,null,null,null
213,null,null,null,null
214,null,null,null,null
215,null,null,null,null
216,null,null,null,null
217,null,null,null,null
218,null,null,null,null
219,null,null,null,null
220,enchantment.ttinkerer:ascentBoost,armor_legs,1,4,vazkii.tinkerer.common.enchantment.EnchantmentAscentBoost
221,enchantment.ttinkerer:slowFall,armor_feet,1,3,vazkii.tinkerer.common.enchantment.EnchantmentSlowFall
222,enchantment.ttinkerer:autoSmelt,digger,1,1,vazkii.tinkerer.common.enchantment.EnchantmentAutoSmelt
223,enchantment.ttinkerer:desintegrate,digger,1,1,vazkii.tinkerer.common.enchantment.EnchantmentDesintegrate
224,enchantment.ttinkerer:quickDraw,bow,1,2,vazkii.tinkerer.common.enchantment.EnchantmentQuickDraw
225,enchantment.ttinkerer:vampirism,weapon,1,2,vazkii.tinkerer.common.enchantment.EnchantmentVampirism
226,null,null,null,null
227,null,null,null,null
228,null,null,null,null
229,null,null,null,null
230,null,null,null,null
231,null,null,null,null
232,null,null,null,null
233,null,null,null,null
234,null,null,null,null
235,null,null,null,null
236,null,null,null,null
237,null,null,null,null
238,null,null,null,null
239,null,null,null,null
240,null,null,null,null
241,null,null,null,null
242,null,null,null,null
243,null,null,null,null
244,null,null,null,null
245,null,null,null,null
246,null,null,null,null
247,null,null,null,null
248,null,null,null,null
249,null,null,null,null
250,null,null,null,null
251,null,null,null,null
252,null,null,null,null
253,null,null,null,null
254,null,null,null,null
255,null,null,null,null
